_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
296,2,Sunnyside Beach,20W,2023-08-17,110,None,"c(-79.45564, 43.637165)"
297,2,Sunnyside Beach,21W,2023-08-17,230,None,"c(-79.45753, 43.63711)"
298,2,Sunnyside Beach,18W,2023-08-17,450,None,"c(-79.45267, 43.636612)"
299,2,Sunnyside Beach,22W,2023-08-17,170,None,"c(-79.46005, 43.636723)"
300,2,Sunnyside Beach,19W,2023-08-17,600,None,"c(-79.45411, 43.63711)"
301,1,Marie Curtis Park East Beach,29W,2023-08-16,1000,>,"c(-79.539696, 43.58592)"
302,1,Marie Curtis Park East Beach,32W,2023-08-16,1000,>,"c(-79.54056, 43.58511)"
303,1,Marie Curtis Park East Beach,33W,2023-08-16,1000,>,"c(-79.540886, 43.58486)"
304,1,Marie Curtis Park East Beach,31W,2023-08-16,1000,>,"c(-79.54039, 43.585304)"
305,1,Marie Curtis Park East Beach,30W,2023-08-16,1000,>,"c(-79.540054, 43.58561)"
306,2,Sunnyside Beach,23W,2023-08-16,NA,No Data,"c(-79.461525, 43.63625)"
307,2,Sunnyside Beach,17W,2023-08-16,100,None,"c(-79.451, 43.63639)"
308,2,Sunnyside Beach,20W,2023-08-16,70,None,"c(-79.45564, 43.637165)"
309,2,Sunnyside Beach,21W,2023-08-16,60,None,"c(-79.45753, 43.63711)"
310,2,Sunnyside Beach,18W,2023-08-16,930,None,"c(-79.45267, 43.636612)"
311,2,Sunnyside Beach,22W,2023-08-16,100,None,"c(-79.46005, 43.636723)"
312,2,Sunnyside Beach,19W,2023-08-16,70,None,"c(-79.45411, 43.63711)"
313,1,Marie Curtis Park East Beach,29W,2023-08-15,560,None,"c(-79.539696, 43.58592)"
314,1,Marie Curtis Park East Beach,32W,2023-08-15,530,None,"c(-79.54056, 43.58511)"
315,1,Marie Curtis Park East Beach,33W,2023-08-15,300,None,"c(-79.540886, 43.58486)"
316,1,Marie Curtis Park East Beach,31W,2023-08-15,450,None,"c(-79.54039, 43.585304)"
317,1,Marie Curtis Park East Beach,30W,2023-08-15,580,None,"c(-79.540054, 43.58561)"
318,2,Sunnyside Beach,23W,2023-08-15,NA,No data,"c(-79.461525, 43.63625)"
319,2,Sunnyside Beach,17W,2023-08-15,1000,>,"c(-79.451, 43.63639)"
320,2,Sunnyside Beach,20W,2023-08-15,90,None,"c(-79.45564, 43.637165)"
321,2,Sunnyside Beach,21W,2023-08-15,400,None,"c(-79.45753, 43.63711)"
322,2,Sunnyside Beach,18W,2023-08-15,1000,>,"c(-79.45267, 43.636612)"
323,2,Sunnyside Beach,22W,2023-08-15,410,None,"c(-79.46005, 43.636723)"
324,2,Sunnyside Beach,19W,2023-08-15,20,None,"c(-79.45411, 43.63711)"
325,1,Marie Curtis Park East Beach,29W,2023-08-14,10,<,"c(-79.539696, 43.58592)"
326,1,Marie Curtis Park East Beach,32W,2023-08-14,10,<,"c(-79.54056, 43.58511)"
327,1,Marie Curtis Park East Beach,33W,2023-08-14,10,<,"c(-79.540886, 43.58486)"
328,1,Marie Curtis Park East Beach,31W,2023-08-14,10,<,"c(-79.54039, 43.585304)"
329,1,Marie Curtis Park East Beach,30W,2023-08-14,10,None,"c(-79.540054, 43.58561)"
330,2,Sunnyside Beach,23W,2023-08-14,NA,No data,"c(-79.461525, 43.63625)"
331,2,Sunnyside Beach,17W,2023-08-14,50,None,"c(-79.451, 43.63639)"
332,2,Sunnyside Beach,20W,2023-08-14,360,None,"c(-79.45564, 43.637165)"
333,2,Sunnyside Beach,21W,2023-08-14,20,None,"c(-79.45753, 43.63711)"
334,2,Sunnyside Beach,18W,2023-08-14,30,None,"c(-79.45267, 43.636612)"
335,2,Sunnyside Beach,22W,2023-08-14,10,<,"c(-79.46005, 43.636723)"
336,2,Sunnyside Beach,19W,2023-08-14,10,None,"c(-79.45411, 43.63711)"
337,1,Marie Curtis Park East Beach,29W,2023-08-13,10,<10,"c(-79.539696, 43.58592)"
338,1,Marie Curtis Park East Beach,32W,2023-08-13,10,None,"c(-79.54056, 43.58511)"
339,1,Marie Curtis Park East Beach,33W,2023-08-13,10,<10,"c(-79.540886, 43.58486)"
340,1,Marie Curtis Park East Beach,31W,2023-08-13,10,<10,"c(-79.54039, 43.585304)"
341,1,Marie Curtis Park East Beach,30W,2023-08-13,10,<10,"c(-79.540054, 43.58561)"
342,2,Sunnyside Beach,23W,2023-08-13,NA,None,"c(-79.461525, 43.63625)"
343,2,Sunnyside Beach,17W,2023-08-13,80,None,"c(-79.451, 43.63639)"
344,2,Sunnyside Beach,20W,2023-08-13,80,None,"c(-79.45564, 43.637165)"
345,2,Sunnyside Beach,21W,2023-08-13,90,None,"c(-79.45753, 43.63711)"
346,2,Sunnyside Beach,18W,2023-08-13,120,None,"c(-79.45267, 43.636612)"
347,2,Sunnyside Beach,22W,2023-08-13,160,None,"c(-79.46005, 43.636723)"
348,2,Sunnyside Beach,19W,2023-08-13,60,None,"c(-79.45411, 43.63711)"
349,1,Marie Curtis Park East Beach,29W,2023-08-12,90,None,"c(-79.539696, 43.58592)"
350,1,Marie Curtis Park East Beach,32W,2023-08-12,60,None,"c(-79.54056, 43.58511)"
351,1,Marie Curtis Park East Beach,33W,2023-08-12,50,None,"c(-79.540886, 43.58486)"
352,1,Marie Curtis Park East Beach,31W,2023-08-12,50,None,"c(-79.54039, 43.585304)"
353,1,Marie Curtis Park East Beach,30W,2023-08-12,30,None,"c(-79.540054, 43.58561)"
354,2,Sunnyside Beach,23W,2023-08-12,NA,None,"c(-79.461525, 43.63625)"
355,2,Sunnyside Beach,17W,2023-08-12,70,None,"c(-79.451, 43.63639)"
356,2,Sunnyside Beach,20W,2023-08-12,30,None,"c(-79.45564, 43.637165)"
357,2,Sunnyside Beach,21W,2023-08-12,110,None,"c(-79.45753, 43.63711)"
358,2,Sunnyside Beach,18W,2023-08-12,90,None,"c(-79.45267, 43.636612)"
359,2,Sunnyside Beach,22W,2023-08-12,80,None,"c(-79.46005, 43.636723)"
360,2,Sunnyside Beach,19W,2023-08-12,180,None,"c(-79.45411, 43.63711)"
361,1,Marie Curtis Park East Beach,29W,2023-08-11,90,None,"c(-79.539696, 43.58592)"
362,1,Marie Curtis Park East Beach,32W,2023-08-11,60,None,"c(-79.54056, 43.58511)"
363,1,Marie Curtis Park East Beach,33W,2023-08-11,100,None,"c(-79.540886, 43.58486)"
364,1,Marie Curtis Park East Beach,31W,2023-08-11,90,None,"c(-79.54039, 43.585304)"
365,1,Marie Curtis Park East Beach,30W,2023-08-11,110,None,"c(-79.540054, 43.58561)"
366,2,Sunnyside Beach,23W,2023-08-11,NA,No data,"c(-79.461525, 43.63625)"
367,2,Sunnyside Beach,17W,2023-08-11,130,None,"c(-79.451, 43.63639)"
368,2,Sunnyside Beach,20W,2023-08-11,50,None,"c(-79.45564, 43.637165)"
369,2,Sunnyside Beach,21W,2023-08-11,100,None,"c(-79.45753, 43.63711)"
370,2,Sunnyside Beach,18W,2023-08-11,60,None,"c(-79.45267, 43.636612)"
371,2,Sunnyside Beach,22W,2023-08-11,50,None,"c(-79.46005, 43.636723)"
372,2,Sunnyside Beach,19W,2023-08-11,100,None,"c(-79.45411, 43.63711)"
373,1,Marie Curtis Park East Beach,29W,2023-08-10,130,None,"c(-79.539696, 43.58592)"
374,1,Marie Curtis Park East Beach,32W,2023-08-10,120,None,"c(-79.54056, 43.58511)"
375,1,Marie Curtis Park East Beach,33W,2023-08-10,40,None,"c(-79.540886, 43.58486)"
376,1,Marie Curtis Park East Beach,31W,2023-08-10,50,None,"c(-79.54039, 43.585304)"
377,1,Marie Curtis Park East Beach,30W,2023-08-10,50,None,"c(-79.540054, 43.58561)"
378,2,Sunnyside Beach,23W,2023-08-10,NA,No data,"c(-79.461525, 43.63625)"
379,2,Sunnyside Beach,17W,2023-08-10,90,None,"c(-79.451, 43.63639)"
380,2,Sunnyside Beach,20W,2023-08-10,10,None,"c(-79.45564, 43.637165)"
381,2,Sunnyside Beach,21W,2023-08-10,60,None,"c(-79.45753, 43.63711)"
382,2,Sunnyside Beach,18W,2023-08-10,50,None,"c(-79.45267, 43.636612)"
383,2,Sunnyside Beach,22W,2023-08-10,40,None,"c(-79.46005, 43.636723)"
384,2,Sunnyside Beach,19W,2023-08-10,20,None,"c(-79.45411, 43.63711)"
385,1,Marie Curtis Park East Beach,29W,2023-08-09,40,None,"c(-79.539696, 43.58592)"
386,1,Marie Curtis Park East Beach,32W,2023-08-09,60,None,"c(-79.54056, 43.58511)"
387,1,Marie Curtis Park East Beach,33W,2023-08-09,60,None,"c(-79.540886, 43.58486)"
388,1,Marie Curtis Park East Beach,31W,2023-08-09,100,None,"c(-79.54039, 43.585304)"
389,1,Marie Curtis Park East Beach,30W,2023-08-09,30,None,"c(-79.540054, 43.58561)"
390,2,Sunnyside Beach,23W,2023-08-09,NA,No data,"c(-79.461525, 43.63625)"
391,2,Sunnyside Beach,17W,2023-08-09,10,<,"c(-79.451, 43.63639)"
392,2,Sunnyside Beach,20W,2023-08-09,10,None,"c(-79.45564, 43.637165)"
393,2,Sunnyside Beach,21W,2023-08-09,300,None,"c(-79.45753, 43.63711)"
394,2,Sunnyside Beach,18W,2023-08-09,10,<,"c(-79.45267, 43.636612)"
395,2,Sunnyside Beach,22W,2023-08-09,10,None,"c(-79.46005, 43.636723)"
396,2,Sunnyside Beach,19W,2023-08-09,20,None,"c(-79.45411, 43.63711)"
397,1,Marie Curtis Park East Beach,29W,2023-08-08,250,None,"c(-79.539696, 43.58592)"
398,1,Marie Curtis Park East Beach,32W,2023-08-08,90,None,"c(-79.54056, 43.58511)"
399,1,Marie Curtis Park East Beach,33W,2023-08-08,210,None,"c(-79.540886, 43.58486)"
400,1,Marie Curtis Park East Beach,31W,2023-08-08,160,None,"c(-79.54039, 43.585304)"
401,1,Marie Curtis Park East Beach,30W,2023-08-08,180,None,"c(-79.540054, 43.58561)"
402,2,Sunnyside Beach,23W,2023-08-08,NA,No data,"c(-79.461525, 43.63625)"
403,2,Sunnyside Beach,17W,2023-08-08,70,None,"c(-79.451, 43.63639)"
404,2,Sunnyside Beach,20W,2023-08-08,20,None,"c(-79.45564, 43.637165)"
405,2,Sunnyside Beach,21W,2023-08-08,30,None,"c(-79.45753, 43.63711)"
406,2,Sunnyside Beach,18W,2023-08-08,10,None,"c(-79.45267, 43.636612)"
407,2,Sunnyside Beach,22W,2023-08-08,50,None,"c(-79.46005, 43.636723)"
408,2,Sunnyside Beach,19W,2023-08-08,60,None,"c(-79.45411, 43.63711)"
409,1,Marie Curtis Park East Beach,29W,2023-08-07,320,None,"c(-79.539696, 43.58592)"
410,1,Marie Curtis Park East Beach,32W,2023-08-07,330,None,"c(-79.54056, 43.58511)"
411,1,Marie Curtis Park East Beach,33W,2023-08-07,320,None,"c(-79.540886, 43.58486)"
412,1,Marie Curtis Park East Beach,31W,2023-08-07,230,None,"c(-79.54039, 43.585304)"
413,1,Marie Curtis Park East Beach,30W,2023-08-07,310,None,"c(-79.540054, 43.58561)"
414,2,Sunnyside Beach,23W,2023-08-07,NA,No data,"c(-79.461525, 43.63625)"
415,2,Sunnyside Beach,17W,2023-08-07,10,<,"c(-79.451, 43.63639)"
416,2,Sunnyside Beach,20W,2023-08-07,30,None,"c(-79.45564, 43.637165)"
417,2,Sunnyside Beach,21W,2023-08-07,60,None,"c(-79.45753, 43.63711)"
418,2,Sunnyside Beach,18W,2023-08-07,120,None,"c(-79.45267, 43.636612)"
419,2,Sunnyside Beach,22W,2023-08-07,100,None,"c(-79.46005, 43.636723)"
420,2,Sunnyside Beach,19W,2023-08-07,140,None,"c(-79.45411, 43.63711)"
421,1,Marie Curtis Park East Beach,29W,2023-08-06,40,None,"c(-79.539696, 43.58592)"
422,1,Marie Curtis Park East Beach,32W,2023-08-06,10,None,"c(-79.54056, 43.58511)"
423,1,Marie Curtis Park East Beach,33W,2023-08-06,30,None,"c(-79.540886, 43.58486)"
424,1,Marie Curtis Park East Beach,31W,2023-08-06,10,<10,"c(-79.54039, 43.585304)"
425,1,Marie Curtis Park East Beach,30W,2023-08-06,20,None,"c(-79.540054, 43.58561)"
426,2,Sunnyside Beach,23W,2023-08-06,NA,None,"c(-79.461525, 43.63625)"
427,2,Sunnyside Beach,17W,2023-08-06,10,None,"c(-79.451, 43.63639)"
428,2,Sunnyside Beach,20W,2023-08-06,70,None,"c(-79.45564, 43.637165)"
429,2,Sunnyside Beach,21W,2023-08-06,20,None,"c(-79.45753, 43.63711)"
430,2,Sunnyside Beach,18W,2023-08-06,80,None,"c(-79.45267, 43.636612)"
431,2,Sunnyside Beach,22W,2023-08-06,60,None,"c(-79.46005, 43.636723)"
432,2,Sunnyside Beach,19W,2023-08-06,70,None,"c(-79.45411, 43.63711)"
433,1,Marie Curtis Park East Beach,29W,2023-08-05,60,None,"c(-79.539696, 43.58592)"
434,1,Marie Curtis Park East Beach,32W,2023-08-05,10,<10,"c(-79.54056, 43.58511)"
435,1,Marie Curtis Park East Beach,33W,2023-08-05,10,<10,"c(-79.540886, 43.58486)"
436,1,Marie Curtis Park East Beach,31W,2023-08-05,40,None,"c(-79.54039, 43.585304)"
437,1,Marie Curtis Park East Beach,30W,2023-08-05,30,None,"c(-79.540054, 43.58561)"
438,2,Sunnyside Beach,23W,2023-08-05,NA,None,"c(-79.461525, 43.63625)"
439,2,Sunnyside Beach,17W,2023-08-05,80,None,"c(-79.451, 43.63639)"
440,2,Sunnyside Beach,20W,2023-08-05,40,None,"c(-79.45564, 43.637165)"
441,2,Sunnyside Beach,21W,2023-08-05,20,None,"c(-79.45753, 43.63711)"
442,2,Sunnyside Beach,18W,2023-08-05,110,None,"c(-79.45267, 43.636612)"
443,2,Sunnyside Beach,22W,2023-08-05,50,None,"c(-79.46005, 43.636723)"
444,2,Sunnyside Beach,19W,2023-08-05,60,None,"c(-79.45411, 43.63711)"
445,1,Marie Curtis Park East Beach,29W,2023-08-04,40,None,"c(-79.539696, 43.58592)"
446,1,Marie Curtis Park East Beach,32W,2023-08-04,60,None,"c(-79.54056, 43.58511)"
447,1,Marie Curtis Park East Beach,33W,2023-08-04,30,None,"c(-79.540886, 43.58486)"
448,1,Marie Curtis Park East Beach,31W,2023-08-04,120,None,"c(-79.54039, 43.585304)"
449,1,Marie Curtis Park East Beach,30W,2023-08-04,90,None,"c(-79.540054, 43.58561)"
450,2,Sunnyside Beach,23W,2023-08-04,NA,No data,"c(-79.461525, 43.63625)"
451,2,Sunnyside Beach,17W,2023-08-04,90,None,"c(-79.451, 43.63639)"
452,2,Sunnyside Beach,20W,2023-08-04,30,None,"c(-79.45564, 43.637165)"
453,2,Sunnyside Beach,21W,2023-08-04,310,None,"c(-79.45753, 43.63711)"
454,2,Sunnyside Beach,18W,2023-08-04,80,None,"c(-79.45267, 43.636612)"
455,2,Sunnyside Beach,22W,2023-08-04,100,None,"c(-79.46005, 43.636723)"
456,2,Sunnyside Beach,19W,2023-08-04,150,None,"c(-79.45411, 43.63711)"
457,1,Marie Curtis Park East Beach,29W,2023-08-03,90,None,"c(-79.539696, 43.58592)"
458,1,Marie Curtis Park East Beach,32W,2023-08-03,70,None,"c(-79.54056, 43.58511)"
459,1,Marie Curtis Park East Beach,33W,2023-08-03,10,<,"c(-79.540886, 43.58486)"
460,1,Marie Curtis Park East Beach,31W,2023-08-03,90,None,"c(-79.54039, 43.585304)"
461,1,Marie Curtis Park East Beach,30W,2023-08-03,60,None,"c(-79.540054, 43.58561)"
462,2,Sunnyside Beach,23W,2023-08-03,NA,No data,"c(-79.461525, 43.63625)"
463,2,Sunnyside Beach,17W,2023-08-03,70,None,"c(-79.451, 43.63639)"
464,2,Sunnyside Beach,20W,2023-08-03,170,None,"c(-79.45564, 43.637165)"
465,2,Sunnyside Beach,21W,2023-08-03,110,None,"c(-79.45753, 43.63711)"
466,2,Sunnyside Beach,18W,2023-08-03,70,None,"c(-79.45267, 43.636612)"
467,2,Sunnyside Beach,22W,2023-08-03,170,None,"c(-79.46005, 43.636723)"
468,2,Sunnyside Beach,19W,2023-08-03,60,None,"c(-79.45411, 43.63711)"
469,1,Marie Curtis Park East Beach,29W,2023-08-02,10,None,"c(-79.539696, 43.58592)"
470,1,Marie Curtis Park East Beach,32W,2023-08-02,10,None,"c(-79.54056, 43.58511)"
471,1,Marie Curtis Park East Beach,33W,2023-08-02,10,None,"c(-79.540886, 43.58486)"
472,1,Marie Curtis Park East Beach,31W,2023-08-02,30,None,"c(-79.54039, 43.585304)"
473,1,Marie Curtis Park East Beach,30W,2023-08-02,60,None,"c(-79.540054, 43.58561)"
474,2,Sunnyside Beach,23W,2023-08-02,NA,No data,"c(-79.461525, 43.63625)"
475,2,Sunnyside Beach,17W,2023-08-02,100,None,"c(-79.451, 43.63639)"
476,2,Sunnyside Beach,20W,2023-08-02,50,None,"c(-79.45564, 43.637165)"
477,2,Sunnyside Beach,21W,2023-08-02,60,None,"c(-79.45753, 43.63711)"
478,2,Sunnyside Beach,18W,2023-08-02,240,None,"c(-79.45267, 43.636612)"
479,2,Sunnyside Beach,22W,2023-08-02,30,None,"c(-79.46005, 43.636723)"
480,2,Sunnyside Beach,19W,2023-08-02,130,None,"c(-79.45411, 43.63711)"
481,1,Marie Curtis Park East Beach,29W,2023-08-01,10,<,"c(-79.539696, 43.58592)"
482,1,Marie Curtis Park East Beach,32W,2023-08-01,20,None,"c(-79.54056, 43.58511)"
483,1,Marie Curtis Park East Beach,33W,2023-08-01,20,None,"c(-79.540886, 43.58486)"
484,1,Marie Curtis Park East Beach,31W,2023-08-01,10,None,"c(-79.54039, 43.585304)"
485,1,Marie Curtis Park East Beach,30W,2023-08-01,20,None,"c(-79.540054, 43.58561)"
486,2,Sunnyside Beach,23W,2023-08-01,NA,No data,"c(-79.461525, 43.63625)"
487,2,Sunnyside Beach,17W,2023-08-01,40,None,"c(-79.451, 43.63639)"
488,2,Sunnyside Beach,20W,2023-08-01,20,None,"c(-79.45564, 43.637165)"
489,2,Sunnyside Beach,21W,2023-08-01,10,None,"c(-79.45753, 43.63711)"
490,2,Sunnyside Beach,18W,2023-08-01,60,None,"c(-79.45267, 43.636612)"
491,2,Sunnyside Beach,22W,2023-08-01,70,None,"c(-79.46005, 43.636723)"
492,2,Sunnyside Beach,19W,2023-08-01,10,<,"c(-79.45411, 43.63711)"
493,1,Marie Curtis Park East Beach,29W,2023-07-31,110,None,"c(-79.539696, 43.58592)"
494,1,Marie Curtis Park East Beach,32W,2023-07-31,50,None,"c(-79.54056, 43.58511)"
495,1,Marie Curtis Park East Beach,33W,2023-07-31,70,None,"c(-79.540886, 43.58486)"
496,1,Marie Curtis Park East Beach,31W,2023-07-31,90,None,"c(-79.54039, 43.585304)"
497,1,Marie Curtis Park East Beach,30W,2023-07-31,120,None,"c(-79.540054, 43.58561)"
498,2,Sunnyside Beach,23W,2023-07-31,NA,No data,"c(-79.461525, 43.63625)"
499,2,Sunnyside Beach,17W,2023-07-31,200,None,"c(-79.451, 43.63639)"
500,2,Sunnyside Beach,20W,2023-07-31,150,None,"c(-79.45564, 43.637165)"
501,2,Sunnyside Beach,21W,2023-07-31,90,None,"c(-79.45753, 43.63711)"
502,2,Sunnyside Beach,18W,2023-07-31,130,None,"c(-79.45267, 43.636612)"
503,2,Sunnyside Beach,22W,2023-07-31,60,None,"c(-79.46005, 43.636723)"
504,2,Sunnyside Beach,19W,2023-07-31,60,None,"c(-79.45411, 43.63711)"
505,1,Marie Curtis Park East Beach,29W,2023-07-30,460,None,"c(-79.539696, 43.58592)"
506,1,Marie Curtis Park East Beach,32W,2023-07-30,330,None,"c(-79.54056, 43.58511)"
507,1,Marie Curtis Park East Beach,33W,2023-07-30,290,None,"c(-79.540886, 43.58486)"
508,1,Marie Curtis Park East Beach,31W,2023-07-30,280,None,"c(-79.54039, 43.585304)"
509,1,Marie Curtis Park East Beach,30W,2023-07-30,350,None,"c(-79.540054, 43.58561)"
510,2,Sunnyside Beach,23W,2023-07-30,NA,None,"c(-79.461525, 43.63625)"
511,2,Sunnyside Beach,17W,2023-07-30,130,None,"c(-79.451, 43.63639)"
512,2,Sunnyside Beach,20W,2023-07-30,100,None,"c(-79.45564, 43.637165)"
513,2,Sunnyside Beach,21W,2023-07-30,90,None,"c(-79.45753, 43.63711)"
514,2,Sunnyside Beach,18W,2023-07-30,80,None,"c(-79.45267, 43.636612)"
515,2,Sunnyside Beach,22W,2023-07-30,130,None,"c(-79.46005, 43.636723)"
516,2,Sunnyside Beach,19W,2023-07-30,50,None,"c(-79.45411, 43.63711)"
517,1,Marie Curtis Park East Beach,29W,2023-07-29,40,None,"c(-79.539696, 43.58592)"
518,1,Marie Curtis Park East Beach,32W,2023-07-29,30,None,"c(-79.54056, 43.58511)"
519,1,Marie Curtis Park East Beach,33W,2023-07-29,350,None,"c(-79.540886, 43.58486)"
520,1,Marie Curtis Park East Beach,31W,2023-07-29,50,None,"c(-79.54039, 43.585304)"
521,1,Marie Curtis Park East Beach,30W,2023-07-29,40,None,"c(-79.540054, 43.58561)"
522,2,Sunnyside Beach,23W,2023-07-29,NA,None,"c(-79.461525, 43.63625)"
523,2,Sunnyside Beach,17W,2023-07-29,10,None,"c(-79.451, 43.63639)"
524,2,Sunnyside Beach,20W,2023-07-29,70,None,"c(-79.45564, 43.637165)"
525,2,Sunnyside Beach,21W,2023-07-29,60,None,"c(-79.45753, 43.63711)"
526,2,Sunnyside Beach,18W,2023-07-29,40,None,"c(-79.45267, 43.636612)"
527,2,Sunnyside Beach,22W,2023-07-29,20,None,"c(-79.46005, 43.636723)"
528,2,Sunnyside Beach,19W,2023-07-29,40,None,"c(-79.45411, 43.63711)"
529,1,Marie Curtis Park East Beach,29W,2023-07-28,230,None,"c(-79.539696, 43.58592)"
530,1,Marie Curtis Park East Beach,32W,2023-07-28,110,None,"c(-79.54056, 43.58511)"
531,1,Marie Curtis Park East Beach,33W,2023-07-28,100,None,"c(-79.540886, 43.58486)"
532,1,Marie Curtis Park East Beach,31W,2023-07-28,170,None,"c(-79.54039, 43.585304)"
533,1,Marie Curtis Park East Beach,30W,2023-07-28,150,None,"c(-79.540054, 43.58561)"
534,2,Sunnyside Beach,23W,2023-07-28,NA,No data,"c(-79.461525, 43.63625)"
535,2,Sunnyside Beach,17W,2023-07-28,40,None,"c(-79.451, 43.63639)"
536,2,Sunnyside Beach,20W,2023-07-28,30,None,"c(-79.45564, 43.637165)"
537,2,Sunnyside Beach,21W,2023-07-28,60,None,"c(-79.45753, 43.63711)"
538,2,Sunnyside Beach,18W,2023-07-28,40,None,"c(-79.45267, 43.636612)"
539,2,Sunnyside Beach,22W,2023-07-28,140,None,"c(-79.46005, 43.636723)"
540,2,Sunnyside Beach,19W,2023-07-28,70,None,"c(-79.45411, 43.63711)"
541,1,Marie Curtis Park East Beach,29W,2023-07-27,140,None,"c(-79.539696, 43.58592)"
542,1,Marie Curtis Park East Beach,32W,2023-07-27,140,None,"c(-79.54056, 43.58511)"
543,1,Marie Curtis Park East Beach,33W,2023-07-27,130,None,"c(-79.540886, 43.58486)"
544,1,Marie Curtis Park East Beach,31W,2023-07-27,190,None,"c(-79.54039, 43.585304)"
545,1,Marie Curtis Park East Beach,30W,2023-07-27,170,None,"c(-79.540054, 43.58561)"
546,2,Sunnyside Beach,23W,2023-07-27,NA,No data,"c(-79.461525, 43.63625)"
547,2,Sunnyside Beach,17W,2023-07-27,1000,>,"c(-79.451, 43.63639)"
548,2,Sunnyside Beach,20W,2023-07-27,220,None,"c(-79.45564, 43.637165)"
549,2,Sunnyside Beach,21W,2023-07-27,170,None,"c(-79.45753, 43.63711)"
550,2,Sunnyside Beach,18W,2023-07-27,610,None,"c(-79.45267, 43.636612)"
551,2,Sunnyside Beach,22W,2023-07-27,170,None,"c(-79.46005, 43.636723)"
552,2,Sunnyside Beach,19W,2023-07-27,960,None,"c(-79.45411, 43.63711)"
553,1,Marie Curtis Park East Beach,29W,2023-07-26,1000,>,"c(-79.539696, 43.58592)"
554,1,Marie Curtis Park East Beach,32W,2023-07-26,1000,>,"c(-79.54056, 43.58511)"
555,1,Marie Curtis Park East Beach,33W,2023-07-26,1000,>,"c(-79.540886, 43.58486)"
556,1,Marie Curtis Park East Beach,31W,2023-07-26,1000,>,"c(-79.54039, 43.585304)"
557,1,Marie Curtis Park East Beach,30W,2023-07-26,1000,>,"c(-79.540054, 43.58561)"
558,2,Sunnyside Beach,23W,2023-07-26,NA,No data,"c(-79.461525, 43.63625)"
559,2,Sunnyside Beach,17W,2023-07-26,290,None,"c(-79.451, 43.63639)"
560,2,Sunnyside Beach,20W,2023-07-26,120,None,"c(-79.45564, 43.637165)"
561,2,Sunnyside Beach,21W,2023-07-26,160,None,"c(-79.45753, 43.63711)"
562,2,Sunnyside Beach,18W,2023-07-26,110,None,"c(-79.45267, 43.636612)"
563,2,Sunnyside Beach,22W,2023-07-26,260,None,"c(-79.46005, 43.636723)"
564,2,Sunnyside Beach,19W,2023-07-26,150,None,"c(-79.45411, 43.63711)"
565,1,Marie Curtis Park East Beach,29W,2023-07-25,410,None,"c(-79.539696, 43.58592)"
566,1,Marie Curtis Park East Beach,32W,2023-07-25,270,None,"c(-79.54056, 43.58511)"
567,1,Marie Curtis Park East Beach,33W,2023-07-25,270,None,"c(-79.540886, 43.58486)"
568,1,Marie Curtis Park East Beach,31W,2023-07-25,260,None,"c(-79.54039, 43.585304)"
569,1,Marie Curtis Park East Beach,30W,2023-07-25,450,None,"c(-79.540054, 43.58561)"
570,2,Sunnyside Beach,23W,2023-07-25,NA,No data,"c(-79.461525, 43.63625)"
571,2,Sunnyside Beach,17W,2023-07-25,210,None,"c(-79.451, 43.63639)"
572,2,Sunnyside Beach,20W,2023-07-25,110,None,"c(-79.45564, 43.637165)"
573,2,Sunnyside Beach,21W,2023-07-25,80,None,"c(-79.45753, 43.63711)"
574,2,Sunnyside Beach,18W,2023-07-25,120,None,"c(-79.45267, 43.636612)"
575,2,Sunnyside Beach,22W,2023-07-25,200,None,"c(-79.46005, 43.636723)"
576,2,Sunnyside Beach,19W,2023-07-25,110,None,"c(-79.45411, 43.63711)"
577,1,Marie Curtis Park East Beach,29W,2023-07-24,240,None,"c(-79.539696, 43.58592)"
578,1,Marie Curtis Park East Beach,32W,2023-07-24,650,None,"c(-79.54056, 43.58511)"
579,1,Marie Curtis Park East Beach,33W,2023-07-24,930,None,"c(-79.540886, 43.58486)"
580,1,Marie Curtis Park East Beach,31W,2023-07-24,290,None,"c(-79.54039, 43.585304)"
581,1,Marie Curtis Park East Beach,30W,2023-07-24,340,None,"c(-79.540054, 43.58561)"
582,2,Sunnyside Beach,23W,2023-07-24,NA,No data,"c(-79.461525, 43.63625)"
583,2,Sunnyside Beach,17W,2023-07-24,170,None,"c(-79.451, 43.63639)"
584,2,Sunnyside Beach,20W,2023-07-24,160,None,"c(-79.45564, 43.637165)"
585,2,Sunnyside Beach,21W,2023-07-24,150,None,"c(-79.45753, 43.63711)"
586,2,Sunnyside Beach,18W,2023-07-24,70,None,"c(-79.45267, 43.636612)"
587,2,Sunnyside Beach,22W,2023-07-24,90,None,"c(-79.46005, 43.636723)"
588,2,Sunnyside Beach,19W,2023-07-24,90,None,"c(-79.45411, 43.63711)"
589,1,Marie Curtis Park East Beach,29W,2023-07-23,30,None,"c(-79.539696, 43.58592)"
590,1,Marie Curtis Park East Beach,32W,2023-07-23,20,None,"c(-79.54056, 43.58511)"
591,1,Marie Curtis Park East Beach,33W,2023-07-23,20,None,"c(-79.540886, 43.58486)"
592,1,Marie Curtis Park East Beach,31W,2023-07-23,70,None,"c(-79.54039, 43.585304)"
593,1,Marie Curtis Park East Beach,30W,2023-07-23,10,None,"c(-79.540054, 43.58561)"
